disease_class,temperature_celsius,soil_moisture_percent,soil_ph,soil_nitrogen_ppm
Tomato___Target_Spot,22.85,85.41,5.57,85.95
Tomato___Target_Spot,25.45,79.49,6.04,59.32
Tomato___Target_Spot,26.63,77.98,5.67,96.14
Tomato___Target_Spot,26.55,79.52,5.57,90.27
Tomato___Target_Spot,22.18,77.12,5.74,106.34
Tomato___Target_Spot,24.21,73.73,5.91,100.95
Tomato___Target_Spot,24.19,83.96,6.06,111.57
Tomato___Target_Spot,29.14,81.28,6.1,70.44
Tomato___Target_Spot,27.22,83.44,5.84,97.56
Tomato___Target_Spot,23.49,79.57,5.86,72.63
Tomato___Target_Spot,27.02,83.11,5.48,93.29
Tomato___Target_Spot,26.81,81.63,5.71,94.09
Tomato___Target_Spot,28.42,85.21,5.56,73.92
Tomato___Target_Spot,23.39,81.19,6.02,104.65
Tomato___Target_Spot,23.52,87.69,5.66,102.42
Tomato___Target_Spot,23.82,81.88,5.73,91.78
Tomato___Target_Spot,28.14,88.11,5.88,107.9
Tomato___Target_Spot,25.22,75.89,6.15,114.82
Tomato___Target_Spot,27.97,84.73,5.58,118.9
Tomato___Target_Spot,26.67,87.32,5.56,67.35
Tomato___Target_Spot,30.65,77.4,6.01,111.29
Tomato___Target_Spot,25.92,81.0,6.03,91.49
Tomato___Target_Spot,27.47,79.87,5.29,83.62
Tomato___Target_Spot,25.9,88.79,5.88,92.21
Tomato___Target_Spot,25.29,83.56,5.77,105.27
Tomato___Target_Spot,27.16,77.14,5.58,84.46
Tomato___Target_Spot,28.82,77.53,5.86,75.92
Tomato___Target_Spot,27.57,77.39,5.84,95.34
Tomato___Target_Spot,28.68,73.67,5.66,83.02
Tomato___Target_Spot,25.09,82.57,6.03,109.74
Tomato___Target_Spot,27.63,82.62,5.83,90.0
Tomato___Target_Spot,31.98,84.03,5.9,100.7
Tomato___Target_Spot,26.96,83.97,5.74,105.53
Tomato___Tomato_Yellow_Leaf_Curl_Virus,29.81,58.57,6.84,90.49
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.54,68.75,7.03,56.21
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.33,57.96,6.7,70.59
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.45,54.14,6.74,78.32
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.74,47.84,7.02,51.65
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.14,62.54,6.94,63.46
Tomato___Tomato_Yellow_Leaf_Curl_Virus,36.51,52.4,6.47,55.55
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.75,62.07,6.5,69.93
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.77,63.76,6.43,65.73
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.3,60.93,6.51,69.3
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.62,53.66,6.43,71.52
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.28,61.73,6.87,67.76
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.83,61.65,6.71,49.22
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.97,57.6,6.82,61.77
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.0,68.47,6.77,60.74
Tomato___Tomato_Yellow_Leaf_Curl_Virus,27.95,68.7,6.57,56.25
Tomato___Tomato_Yellow_Leaf_Curl_Virus,29.81,61.7,6.79,73.89
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.45,74.96,6.31,66.84
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.23,63.82,7.31,70.42
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.34,55.7,6.83,65.13
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.5,73.19,6.89,58.12
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.57,55.88,6.77,65.55
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.92,60.34,6.53,55.38
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.79,65.35,6.42,76.23
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.63,67.43,6.88,64.93
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.35,63.65,7.22,87.58
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.08,44.52,7.16,88.15
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.0,67.98,6.98,65.34
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.3,55.21,7.02,71.57
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.73,67.22,7.37,65.35
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.98,42.63,6.87,64.14
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.11,70.78,6.82,65.76
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.46,65.88,7.39,52.1
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.48,62.21,6.74,73.6
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.94,60.05,7.05,60.88
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.64,59.98,6.94,72.36
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.58,57.73,7.05,69.74
Tomato___Tomato_Yellow_Leaf_Curl_Virus,29.48,49.38,6.62,57.16
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.36,69.76,6.99,58.22
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.49,55.67,6.77,73.9
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.73,64.26,6.46,72.68
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.25,68.32,6.96,71.62
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.28,53.81,6.35,61.49
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.2,64.85,6.93,77.66
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.91,61.64,6.52,63.8
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.37,70.38,6.83,53.36
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.25,62.95,6.85,59.83
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.62,73.73,6.99,52.55
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.14,62.41,6.78,50.37
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.85,57.37,6.71,80.68
Tomato___Tomato_Yellow_Leaf_Curl_Virus,28.16,45.78,7.2,46.03
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.0,57.54,7.16,63.87
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.14,74.55,6.97,60.93
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.6,58.78,7.28,55.98
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.74,49.8,6.99,82.53
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.08,55.36,7.44,42.57
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.46,54.4,6.39,64.81
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.59,46.78,6.75,53.04
Tomato___Tomato_Yellow_Leaf_Curl_Virus,29.82,64.67,6.8,63.08
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.89,68.25,7.22,63.71
Tomato___Tomato_Yellow_Leaf_Curl_Virus,36.73,48.65,6.74,67.11
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.78,57.06,7.31,81.35
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.79,59.75,6.9,55.19
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.6,58.36,6.66,79.25
Tomato___Tomato_Yellow_Leaf_Curl_Virus,36.61,55.92,7.08,59.51
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.53,55.8,6.47,47.83
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.09,63.96,6.55,75.24
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.56,66.54,6.67,74.93
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.06,59.2,6.8,34.51
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.73,53.13,6.67,62.03
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.27,72.56,6.91,87.84
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.88,58.07,7.48,61.32
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.32,57.67,7.07,65.15
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.87,64.48,6.7,68.12
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.13,66.06,7.13,51.54
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.74,54.79,6.86,61.48
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.81,59.33,6.81,57.52
Tomato___Tomato_Yellow_Leaf_Curl_Virus,36.8,59.3,6.77,77.48
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.0,66.42,6.25,68.43
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.98,59.43,6.52,78.06
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.29,68.21,7.06,76.41
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.09,57.58,6.51,49.94
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.56,63.04,6.59,43.92
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.78,62.95,6.68,71.28
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.4,47.81,6.65,65.59
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.5,46.74,6.76,50.72
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.87,65.16,6.91,73.35
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.39,65.89,6.65,79.91
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.85,56.79,7.12,84.86
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.18,54.27,7.11,60.14
Tomato___Tomato_Yellow_Leaf_Curl_Virus,36.11,69.96,6.45,67.03
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.85,55.99,6.63,87.31
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.62,57.85,7.19,58.69
Tomato___Tomato_Yellow_Leaf_Curl_Virus,37.39,68.71,6.85,74.26
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.9,49.56,7.05,63.93
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.66,72.49,7.64,59.54
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.72,53.22,6.69,54.62
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.73,60.34,6.39,73.1
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.32,60.49,7.2,60.68
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.95,56.89,7.48,86.48
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.03,58.64,7.36,65.99
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.31,62.64,7.06,85.65
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.46,67.05,6.87,59.93
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.12,61.52,6.62,74.65
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.94,58.24,6.31,70.21
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.91,65.44,6.89,64.76
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.62,56.22,7.19,69.34
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.76,67.91,7.34,62.52
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.28,65.93,6.27,46.29
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.0,61.62,7.34,60.53
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.24,63.09,7.27,72.26
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.61,60.66,7.3,53.83
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.65,53.88,6.64,68.5
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.56,66.34,6.33,45.64
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.32,59.36,6.71,59.71
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.94,56.9,6.89,41.14
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.16,53.74,7.07,59.36
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.88,63.1,6.89,59.26
Tomato___Tomato_Yellow_Leaf_Curl_Virus,28.9,53.33,6.9,57.83
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.62,63.87,7.16,65.08
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.29,57.53,6.97,64.44
Tomato___Tomato_Yellow_Leaf_Curl_Virus,36.99,63.27,6.66,69.0
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.28,54.85,6.89,65.3
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.36,49.52,6.95,69.39
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.59,62.42,6.67,71.13
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.59,52.98,6.61,65.78
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.1,70.35,6.71,73.91
Tomato___Tomato_Yellow_Leaf_Curl_Virus,36.29,61.1,7.01,54.13
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.74,63.82,7.06,69.73
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.63,64.5,6.76,73.29
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.82,54.0,6.7,68.8
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.17,68.32,6.71,73.67
Tomato___Tomato_Yellow_Leaf_Curl_Virus,37.56,63.18,6.78,48.45
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.45,58.91,7.39,62.62
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.5,69.93,6.39,74.27
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.24,54.26,7.1,49.44
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.55,54.95,7.19,78.39
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.02,64.88,6.81,76.61
Tomato___Tomato_Yellow_Leaf_Curl_Virus,29.14,60.36,6.57,54.97
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.6,45.51,6.38,56.74
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.15,57.24,6.86,64.62
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.85,57.49,6.68,52.5
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.97,53.92,6.92,75.18
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.27,56.19,7.18,69.35
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.1,62.57,6.47,47.46
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.09,65.54,6.41,68.93
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.64,53.08,6.46,56.49
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.91,55.99,7.08,62.57
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.66,59.93,7.04,68.85
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.58,69.06,6.51,62.57
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.75,62.02,6.76,73.26
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.02,53.01,7.08,74.61
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.35,65.43,6.48,68.73
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.27,60.06,7.12,62.88
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.15,56.87,7.34,60.39
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.68,51.87,6.98,76.26
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.71,48.76,6.97,58.82
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.57,55.41,7.1,67.1
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.9,64.8,7.42,58.36
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.39,64.79,6.82,78.91
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.64,65.13,6.65,61.34
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.44,65.07,6.63,52.92
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.85,58.61,6.75,61.12
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.97,61.06,6.73,49.47
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.29,64.64,6.85,59.91
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.5,57.86,6.98,47.04
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.03,58.34,6.73,70.52
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.22,53.14,6.94,70.61
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.3,52.44,7.0,76.34
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.09,62.29,6.36,45.76
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.0,57.94,6.53,68.28
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.19,61.58,7.34,69.45
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.37,74.24,6.92,65.49
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.9,61.59,7.32,67.76
Tomato___Tomato_Yellow_Leaf_Curl_Virus,37.85,55.23,6.62,74.93
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.46,58.0,6.9,70.68
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.9,60.69,6.85,67.55
Tomato___Tomato_Yellow_Leaf_Curl_Virus,36.79,66.03,7.15,61.61
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.55,70.21,6.74,61.61
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.7,71.73,6.85,81.6
Tomato___Tomato_Yellow_Leaf_Curl_Virus,29.68,58.66,6.59,58.1
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.0,68.08,6.72,69.27
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.19,69.12,6.75,64.71
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.36,55.96,6.66,54.92
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.68,50.13,7.28,74.35
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.55,70.23,6.72,64.74
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.88,49.05,6.8,68.4
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.6,49.41,7.25,55.26
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.83,52.46,6.6,58.43
Tomato___Tomato_Yellow_Leaf_Curl_Virus,28.22,59.89,7.04,35.84
Tomato___Tomato_Yellow_Leaf_Curl_Virus,35.83,63.95,7.01,54.15
Tomato___Tomato_Yellow_Leaf_Curl_Virus,34.4,56.76,7.03,58.48
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.58,65.87,7.09,70.44
Tomato___Tomato_Yellow_Leaf_Curl_Virus,29.26,66.21,6.85,66.48
Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.77,48.17,6.38,75.22
Tomato___Tomato_Yellow_Leaf_Curl_Virus,36.44,61.45,7.04,73.31
Tomato___Tomato_Yellow_Leaf_Curl_Virus,32.9,52.2,6.93,72.1
Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.81,66.75,7.18,65.69
Tomato___Tomato_Yellow_Leaf_Curl_Virus,29.6,67.18,6.87,68.01
Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.94,64.35,6.85,78.24
Tomato___Tomato_mosaic_virus,23.59,66.34,6.39,169.07
Tomato___Tomato_mosaic_virus,29.04,76.21,6.8,185.2
Tomato___Tomato_mosaic_virus,20.61,67.85,6.67,134.78
Tomato___Tomato_mosaic_virus,21.83,59.78,6.53,131.3
Tomato___Tomato_mosaic_virus,21.94,77.59,6.15,137.47
Tomato___Tomato_mosaic_virus,19.73,71.03,6.35,111.98
Tomato___Tomato_mosaic_virus,20.23,66.15,6.21,141.92
Tomato___Tomato_mosaic_virus,21.84,71.94,6.94,165.28
Tomato___Tomato_mosaic_virus,20.78,71.05,6.34,104.75
Tomato___Tomato_mosaic_virus,27.75,87.07,6.57,138.49
Tomato___Tomato_mosaic_virus,27.59,79.25,6.09,137.51
Tomato___Tomato_mosaic_virus,26.75,78.1,6.51,125.29
Tomato___Tomato_mosaic_virus,19.81,66.39,6.73,162.17
Tomato___Tomato_mosaic_virus,25.64,72.39,6.66,144.96
Tomato___Tomato_mosaic_virus,27.04,70.31,7.09,139.12
Tomato___Tomato_mosaic_virus,27.47,82.12,6.28,132.56
Tomato___Tomato_mosaic_virus,21.48,86.32,7.1,186.79
Tomato___Tomato_mosaic_virus,28.59,62.7,6.64,152.83
Tomato___Tomato_mosaic_virus,21.51,75.98,6.44,133.42
Tomato___Tomato_mosaic_virus,20.4,78.46,5.87,170.61
Tomato___Tomato_mosaic_virus,28.46,82.38,7.03,138.05
Tomato___Tomato_mosaic_virus,19.97,75.49,6.78,145.13
Tomato___Tomato_mosaic_virus,21.65,62.92,6.5,162.41
Tomato___Tomato_mosaic_virus,27.3,72.38,6.83,124.71
Tomato___Tomato_mosaic_virus,25.73,76.81,6.15,127.22
Tomato___Tomato_mosaic_virus,27.2,65.85,6.8,133.45
Tomato___Tomato_mosaic_virus,24.31,76.03,6.9,141.04
Tomato___Tomato_mosaic_virus,30.17,68.53,6.28,171.29
Tomato___Tomato_mosaic_virus,20.53,77.56,6.57,158.72
Tomato___Tomato_mosaic_virus,20.32,70.6,5.97,126.61
Tomato___Tomato_mosaic_virus,23.43,69.38,6.09,136.1
Tomato___Tomato_mosaic_virus,28.78,65.62,6.5,137.82
Tomato___Tomato_mosaic_virus,21.69,94.32,7.07,144.24
Tomato___Tomato_mosaic_virus,20.49,82.5,6.23,147.18
Tomato___Tomato_mosaic_virus,25.91,79.57,6.45,152.32
Tomato___Tomato_mosaic_virus,22.49,77.78,6.42,123.65
Tomato___Tomato_mosaic_virus,25.86,58.4,6.16,109.35
Tomato___Tomato_mosaic_virus,25.93,65.53,6.61,142.49
Tomato___Tomato_mosaic_virus,32.03,73.24,6.44,175.29
Tomato___Tomato_mosaic_virus,24.99,71.89,6.32,151.38
Tomato___Tomato_mosaic_virus,22.27,62.56,6.56,169.9
Tomato___Tomato_mosaic_virus,21.7,74.71,6.73,150.81
Tomato___Tomato_mosaic_virus,24.05,77.88,6.11,158.41
Tomato___Tomato_mosaic_virus,31.49,72.2,6.0,109.73
Tomato___Tomato_mosaic_virus,26.63,73.17,6.45,151.34
Tomato___Tomato_mosaic_virus,25.73,89.11,6.13,120.27
Tomato___Tomato_mosaic_virus,26.54,75.87,6.92,140.71
Tomato___Tomato_mosaic_virus,24.15,77.71,6.65,143.72
Tomato___Tomato_mosaic_virus,23.41,76.1,6.44,123.55
Tomato___Tomato_mosaic_virus,25.11,84.05,7.13,158.36
Tomato___Tomato_mosaic_virus,21.98,88.34,6.77,191.74
Tomato___Tomato_mosaic_virus,34.41,70.51,7.03,189.21
Tomato___Tomato_mosaic_virus,25.06,76.58,6.18,173.54
Tomato___Tomato_mosaic_virus,19.2,75.77,7.1,124.76
Tomato___Tomato_mosaic_virus,27.42,83.44,6.15,156.53
Tomato___Tomato_mosaic_virus,26.41,76.58,5.85,142.52
Tomato___Tomato_mosaic_virus,25.3,74.34,6.64,117.86
Tomato___Tomato_mosaic_virus,24.65,76.42,6.65,116.78
Tomato___Tomato_mosaic_virus,25.05,71.17,6.17,138.69
Tomato___Tomato_mosaic_virus,23.1,78.0,5.84,112.81
Tomato___Tomato_mosaic_virus,29.38,89.38,6.29,146.36
Tomato___Tomato_mosaic_virus,23.74,83.67,5.85,136.39
Tomato___Tomato_mosaic_virus,22.62,83.73,6.19,122.72
Tomato___Tomato_mosaic_virus,23.87,65.9,6.08,134.81
Tomato___Tomato_mosaic_virus,24.61,70.31,6.67,126.32
Tomato___Tomato_mosaic_virus,28.1,72.89,6.74,140.2
Tomato___Tomato_mosaic_virus,25.18,67.84,6.62,105.83
Tomato___Tomato_mosaic_virus,28.02,74.81,6.46,162.2
Tomato___Tomato_mosaic_virus,26.19,63.86,6.39,132.55
Tomato___Tomato_mosaic_virus,26.95,76.59,6.53,103.12
Tomato___Tomato_mosaic_virus,30.36,75.42,6.16,137.41
Tomato___Tomato_mosaic_virus,22.7,80.38,7.23,132.9
Tomato___Tomato_mosaic_virus,22.63,76.93,6.34,124.89
Tomato___Tomato_mosaic_virus,23.23,77.23,6.65,112.52
Tomato___Tomato_mosaic_virus,28.8,72.67,6.07,151.0
Tomato___Tomato_mosaic_virus,21.89,64.24,6.18,155.09
Tomato___Tomato_mosaic_virus,26.06,93.15,6.44,99.15
Tomato___Tomato_mosaic_virus,27.53,85.93,6.39,139.19
Tomato___Tomato_mosaic_virus,27.95,73.1,7.07,118.12
Tomato___Tomato_mosaic_virus,24.52,76.93,6.57,155.0
Tomato___Tomato_mosaic_virus,19.4,82.5,7.0,117.36
Tomato___Tomato_mosaic_virus,26.86,83.2,6.63,135.78
Tomato___Tomato_mosaic_virus,22.93,85.58,6.11,130.47
Tomato___Tomato_mosaic_virus,27.05,75.47,6.11,157.52
Tomato___Tomato_mosaic_virus,24.8,64.93,6.9,151.93
Tomato___Tomato_mosaic_virus,26.65,69.99,6.84,176.08
Tomato___Tomato_mosaic_virus,30.32,58.54,6.83,160.84
Tomato___Tomato_mosaic_virus,25.54,87.92,5.91,164.9
Tomato___Tomato_mosaic_virus,25.29,76.36,6.27,119.04
Tomato___Tomato_mosaic_virus,26.1,55.36,6.65,179.39
Tomato___Tomato_mosaic_virus,25.92,79.64,6.42,130.94
Tomato___Tomato_mosaic_virus,21.84,83.7,5.47,121.95
Tomato___Tomato_mosaic_virus,26.2,54.84,6.71,132.82
Tomato___Tomato_mosaic_virus,22.07,70.74,6.17,151.99
Tomato___Tomato_mosaic_virus,23.68,76.68,6.4,155.9
Tomato___Tomato_mosaic_virus,26.24,60.92,6.34,126.39
Tomato___Tomato_mosaic_virus,21.94,70.86,6.09,116.75
Tomato___Tomato_mosaic_virus,24.93,61.61,6.15,126.6
Tomato___Tomato_mosaic_virus,28.54,72.31,5.98,138.74
Tomato___Tomato_mosaic_virus,25.8,66.2,6.61,149.65
Tomato___Tomato_mosaic_virus,26.62,68.18,6.09,127.28
Tomato___Tomato_mosaic_virus,25.01,79.69,6.58,124.52
Tomato___Tomato_mosaic_virus,23.53,81.29,5.96,137.85
Tomato___Tomato_mosaic_virus,25.69,67.11,6.39,158.89
Tomato___Tomato_mosaic_virus,22.69,70.9,6.97,121.92
Tomato___Tomato_mosaic_virus,22.07,88.93,6.73,107.59
Tomato___Tomato_mosaic_virus,28.99,62.62,6.08,137.14
Tomato___Tomato_mosaic_virus,22.65,74.29,6.1,157.56
Tomato___Tomato_mosaic_virus,27.06,88.24,5.99,140.57
Tomato___Tomato_mosaic_virus,21.01,76.14,6.23,164.35
Tomato___Tomato_mosaic_virus,24.22,63.65,6.59,155.62
Tomato___Tomato_mosaic_virus,27.99,74.2,6.77,135.73
Tomato___Tomato_mosaic_virus,27.17,77.34,6.55,140.81
Tomato___Tomato_mosaic_virus,24.73,71.92,6.36,109.09
Tomato___Tomato_mosaic_virus,31.27,82.79,7.34,139.33
Tomato___Tomato_mosaic_virus,23.72,70.13,6.74,139.7
Tomato___Tomato_mosaic_virus,24.68,83.02,7.05,134.63
Tomato___Tomato_mosaic_virus,27.05,70.4,6.15,162.48
Tomato___Tomato_mosaic_virus,27.14,79.68,5.82,136.74
Tomato___Tomato_mosaic_virus,30.41,71.82,5.98,121.49
Tomato___Tomato_mosaic_virus,24.02,79.01,6.32,127.78
Tomato___Tomato_mosaic_virus,23.51,84.74,6.11,124.15
Tomato___Tomato_mosaic_virus,23.69,67.55,6.02,148.36
Tomato___Tomato_mosaic_virus,22.85,81.08,6.41,140.45
